id,label
21098,0
21099,1
21100,1
21101,1
21102,1
21103,0
21104,0
21105,1
21106,0
21107,0
21108,1
21109,1
21110,1
21111,1
21112,0
21113,1
21114,1
21115,0
21116,1
21117,0
21118,1
21119,0
21120,1
21121,1
21122,1
21123,1
21124,1
21125,0
21126,0
21127,1
21128,1
21129,0
21130,1
21131,1
21132,0
21133,0
21134,1
21135,0
21136,0
21137,1
21138,1
21139,1
21140,1
21141,1
21142,0
21143,1
21144,0
21145,1
21146,1
21147,0
21148,1
21149,1
21150,1
21151,1
21152,0
21153,1
21154,1
21155,1
21156,1
21157,1
21158,1
21159,1
21160,0
21161,1
21162,0
21163,1
21164,0
21165,1
21166,0
21167,1
21168,1
21169,1
21170,1
21171,0
21172,1
21173,1
21174,0
21175,1
21176,1
21177,0
21178,1
21179,1
21180,1
21181,1
21182,0
21183,1
21184,1
21185,0
21186,1
21187,1
21188,1
21189,1
21190,0
21191,0
21192,1
21193,0
21194,1
21195,1
21196,0
21197,0
21198,1
21199,1
21200,1
21201,1
21202,1
21203,1
21204,0
21205,1
21206,1
21207,0
21208,1
21209,1
21210,1
21211,1
21212,1
21213,1
21214,1
21215,1
21216,1
21217,1
21218,1
21219,1
21220,1
21221,1
21222,1
21223,1
21224,1
21225,1
21226,1
21227,0
21228,1
21229,1
21230,1
21231,0
21232,1
21233,1
21234,1
21235,1
21236,1
21237,0
21238,0
21239,1
21240,1
21241,1
21242,1
21243,1
21244,1
21245,1
21246,1
21247,0
21248,1
21249,1
21250,0
21251,1
21252,0
21253,0
21254,1
21255,1
21256,1
21257,1
21258,0
21259,1
21260,1
21261,1
21262,1
21263,1
21264,1
21265,1
21266,1
21267,1
21268,1
21269,1
21270,1
21271,1
21272,1
21273,1
21274,1
21275,1
21276,1
21277,0
21278,1
21279,0
21280,0
21281,1
21282,1
21283,1
21284,1
21285,1
21286,1
21287,1
21288,1
21289,1
21290,1
21291,1
21292,1
21293,1
21294,1
21295,1
21296,1
21297,0
21298,0
21299,0
21300,0
21301,1
21302,1
21303,1
21304,1
21305,0
21306,1
21307,1
21308,1
21309,1
21310,0
21311,0
21312,0
21313,1
21314,1
21315,0
21316,1
21317,1
21318,1
21319,1
21320,1
21321,1
21322,0
21323,1
21324,1
21325,0
21326,1
21327,1
21328,0
21329,0
21330,1
21331,0
21332,1
21333,1
21334,0
21335,1
21336,0
21337,1
21338,0
21339,1
21340,1
21341,0
21342,1
21343,1
21344,1
21345,0
21346,1
21347,1
21348,1
21349,1
21350,1
21351,0
21352,1
21353,1
21354,0
21355,1
21356,1
21357,1
21358,1
21359,1
21360,1
21361,0
21362,1
21363,1
21364,0
21365,0
21366,1
21367,0
21368,0
21369,1
21370,0
21371,1
21372,0
21373,1
21374,1
21375,1
21376,1
21377,0
21378,1
21379,1
21380,1
21381,1
21382,0
21383,0
21384,1
21385,0
21386,1
21387,1
21388,1
21389,0
21390,1
21391,1
21392,1
21393,1
21394,1
21395,1
21396,1
21397,1
21398,1
21399,1
21400,0
21401,1
21402,1
21403,1
21404,1
21405,1
21406,1
21407,0
21408,1
21409,1
21410,1
21411,0
21412,1
21413,1
21414,1
21415,1
21416,0
21417,0
21418,1
21419,0
21420,1
21421,1
21422,0
21423,1
21424,1
21425,1
21426,0
21427,1
21428,0
21429,1
21430,1
21431,0
21432,1
21433,0
21434,1
21435,1
21436,1
21437,1
21438,1
21439,0
21440,1
21441,0
21442,0
21443,0
21444,1
21445,1
21446,0
21447,1
21448,1
21449,1
21450,1
21451,0
21452,1
21453,0
21454,1
21455,1
21456,1
21457,1
21458,1
21459,1
21460,0
21461,0
21462,1
21463,0
21464,1
21465,1
21466,1
21467,1
21468,1
21469,1
21470,1
21471,0
21472,1
21473,1
21474,1
21475,1
21476,0
21477,1
21478,1
21479,1
21480,0
21481,1
21482,1
21483,1
21484,1
21485,0
21486,1
21487,0
21488,0
21489,1
21490,1
21491,1
21492,0
21493,0
21494,1
21495,1
21496,1
21497,1
21498,0
21499,1
21500,1
21501,1
21502,1
21503,1
21504,1
21505,0
21506,0
21507,1
21508,1
21509,1
21510,1
21511,1
21512,1
21513,1
21514,1
21515,1
21516,1
21517,1
21518,1
21519,1
21520,0
21521,1
21522,1
21523,0
21524,1
21525,1
21526,1
21527,1
21528,1
21529,1
21530,1
21531,1
21532,1
21533,1
21534,1
21535,1
21536,1
21537,0
21538,0
21539,1
21540,1
21541,0
21542,1
21543,1
21544,1
21545,1
21546,1
21547,1
21548,1
21549,1
21550,0
21551,1
21552,1
21553,0
21554,1
21555,0
21556,1
21557,1
21558,0
21559,0
21560,1
21561,1
21562,1
21563,1
21564,0
21565,0
21566,1
21567,0
21568,1
21569,1
21570,1
21571,1
21572,1
21573,1
21574,1
21575,1
21576,1
21577,0
21578,1
21579,0
21580,0
21581,0
21582,0
21583,0
21584,0
21585,0
21586,1
21587,1
21588,1
21589,1
21590,1
21591,1
21592,1
21593,0
21594,0
21595,1
21596,1
21597,0
21598,1
21599,0
21600,1
21601,1
21602,1
21603,0
21604,1
21605,1
21606,1
21607,0
21608,1
21609,1
21610,0
21611,0
21612,0
21613,1
21614,1
21615,1
21616,1
21617,1
21618,1
21619,1
21620,1
21621,0
21622,1
21623,0
21624,0
21625,1
21626,1
21627,0
21628,1
21629,0
21630,1
21631,0
21632,1
21633,0
21634,1
21635,1
21636,1
21637,0
21638,1
21639,0
21640,0
21641,0
21642,1
21643,1
21644,1
21645,0
21646,1
21647,1
21648,1
21649,0
21650,0
21651,0
21652,1
21653,1
21654,0
21655,1
21656,0
21657,0
21658,0
21659,1
21660,1
21661,0
21662,1
21663,1
21664,1
21665,1
21666,1
21667,0
21668,0
21669,1
21670,1
21671,1
21672,1
21673,0
21674,1
21675,1
21676,1
21677,1
21678,0
21679,1
21680,1
21681,0
21682,1
21683,0
21684,0
21685,1
21686,0
21687,1
21688,0
21689,1
21690,1
21691,1
21692,1
21693,1
21694,1
21695,1
21696,1
21697,1
21698,1
21699,0
21700,1
21701,1
21702,1
21703,1
21704,1
21705,0
21706,1
21707,0
21708,0
21709,0
21710,0
21711,1
21712,1
21713,0
21714,0
21715,1
21716,1
21717,1
21718,0
21719,1
21720,1
21721,0
21722,1
21723,1
21724,1
21725,1
21726,0
21727,1
21728,1
21729,0
21730,0
21731,1
21732,0
21733,0
21734,1
21735,1
21736,1
21737,1
21738,0
21739,1
21740,0
21741,0
21742,0
21743,1
21744,1
21745,1
21746,0
21747,0
21748,0
21749,0
21750,1
21751,1
21752,1
21753,1
21754,1
21755,1
21756,0
21757,1
21758,1
21759,1
21760,0
21761,1
21762,0
21763,0
21764,1
21765,0
21766,0
21767,1
21768,1
21769,0
21770,1
21771,1
21772,1
21773,1
21774,0
21775,1
21776,1
21777,1
21778,0
21779,1
21780,1
21781,1
21782,0
21783,0
21784,0
21785,0
21786,1
21787,1
21788,1
21789,1
21790,0
21791,1
21792,1
21793,1
21794,0
21795,1
21796,0
21797,1
21798,0
21799,1
21800,1
21801,0
21802,0
21803,1
21804,1
21805,1
21806,1
21807,0
21808,1
21809,1
21810,1
21811,0
21812,1
21813,1
21814,0
21815,1
21816,0
21817,1
21818,0
21819,1
21820,1
21821,0
21822,1
21823,1
21824,0
21825,1
21826,0
21827,0
21828,0
21829,0
21830,0
21831,0
21832,1
21833,1
21834,0
21835,0
21836,1
21837,0
21838,1
21839,0
21840,0
21841,1
21842,0
21843,1
21844,0
21845,1
21846,1
21847,0
21848,1
21849,0
21850,0
21851,1
21852,1
21853,0
21854,0
21855,1
21856,0
21857,0
21858,1
21859,1
21860,1
21861,0
21862,0
21863,1
21864,1
21865,1
21866,1
21867,1
21868,1
21869,0
21870,0
21871,1
21872,1
21873,0
21874,0
21875,0
21876,1
21877,1
21878,1
21879,0
21880,1
21881,0
21882,1
21883,1
21884,1
21885,1
21886,1
21887,1
21888,1
21889,1
21890,1
21891,1
21892,1
21893,1
21894,1
21895,0
21896,0
21897,1
21898,1
21899,0
21900,1
21901,0
21902,0
21903,0
21904,0
21905,0
21906,0
21907,1
21908,1
21909,1
21910,1
21911,1
21912,1
21913,1
21914,0
21915,0
21916,1
21917,1
21918,1
21919,1
21920,1
21921,1
21922,1
21923,1
21924,1
21925,1
21926,1
21927,0
21928,0
21929,0
21930,0
21931,0
21932,0
21933,1
21934,1
21935,1
21936,0
21937,0
21938,0
21939,0
21940,1
21941,1
21942,1
21943,0
21944,0
21945,0
21946,0
21947,0
21948,1
21949,1
21950,0
21951,0
21952,0
21953,1
21954,0
21955,1
21956,1
21957,1
21958,1
21959,1
21960,0
21961,1
21962,1
21963,1
21964,1
21965,1
21966,0
21967,1
21968,1
21969,1
21970,1
21971,1
21972,1
21973,1
21974,0
21975,0
21976,0
21977,1
21978,1
21979,1
21980,1
21981,0
21982,1
21983,1
21984,0
21985,0
21986,1
21987,1
21988,1
21989,1
21990,1
21991,1
21992,0
21993,0
21994,1
21995,0
21996,1
21997,1
21998,1
21999,1
22000,1
22001,0
22002,1
22003,0
22004,0
22005,1
22006,1
22007,1
22008,1
22009,1
22010,1
22011,0
22012,1
22013,1
22014,1
22015,1
22016,1
22017,1
22018,1
22019,0
22020,1
22021,0
22022,1
22023,0
22024,1
22025,1
22026,0
22027,0
22028,1
22029,1
22030,0
22031,0
22032,1
22033,0
22034,1
22035,1
22036,1
22037,1
22038,1
22039,1
22040,1
22041,0
22042,0
22043,1
22044,1
22045,0
22046,0
22047,1
22048,1
22049,0
22050,1
22051,1
22052,1
22053,0
22054,1
22055,1
22056,1
22057,0
22058,1
22059,0
22060,1
22061,0
22062,1
22063,1
22064,1
22065,0
22066,1
22067,1
22068,1
22069,0
22070,0
22071,0
22072,1
22073,1
22074,1
22075,1
22076,1
22077,1
22078,1
22079,1
22080,1
22081,1
22082,1
22083,1
22084,1
22085,1
22086,0
22087,0
22088,1
22089,0
22090,0
22091,1
22092,0
22093,0
22094,1
22095,1
22096,1
22097,1
22098,1
22099,1
22100,1
22101,1
22102,0
22103,1
22104,0
22105,1
22106,1
22107,1
22108,0
22109,1
22110,1
22111,0
22112,0
22113,0
22114,1
22115,0
22116,1
22117,1
22118,1
22119,1
22120,0
22121,1
22122,0
22123,1
22124,1
22125,1
22126,0
22127,1
22128,1
22129,1
22130,0
22131,0
22132,1
22133,1
22134,1
22135,1
22136,1
22137,1
22138,1
22139,1
22140,1
22141,1
22142,0
22143,1
22144,0
22145,1
22146,0
22147,1
22148,1
22149,0
22150,1
22151,1
22152,1
22153,1
22154,1
22155,1
22156,1
22157,1
22158,1
22159,0
22160,0
22161,1
22162,1
22163,1
22164,1
22165,0
22166,1
22167,1
22168,0
22169,0
22170,1
22171,1
22172,1
22173,1
22174,0
22175,1
22176,1
22177,1
22178,0
22179,1
22180,1
22181,0
22182,1
22183,1
22184,0
22185,1
22186,0
22187,1
22188,1
22189,1
22190,1
22191,1
22192,1
22193,0
22194,1
22195,0
22196,1
22197,0
22198,0
22199,1
22200,1
22201,1
22202,1
22203,0
22204,0
22205,1
22206,1
22207,1
22208,0
22209,0
22210,1
22211,0
22212,0
22213,0
22214,1
22215,1
22216,1
22217,1
22218,1
22219,0
22220,1
22221,1
22222,0
22223,1
22224,1
22225,0
22226,1
22227,1
22228,0
22229,1
22230,0
22231,0
22232,1
22233,1
22234,1
22235,1
22236,0
22237,1
22238,0
22239,1
22240,1
22241,1
22242,1
22243,1
22244,1
22245,0
22246,1
22247,1
22248,0
22249,1
22250,0
22251,1
22252,0
22253,1
22254,0
22255,1
22256,0
22257,1
22258,1
22259,0
22260,0
22261,1
22262,0
22263,1
22264,0
22265,0
22266,1
22267,1
22268,0
22269,1
22270,1
22271,1
22272,0
22273,0
22274,1
22275,0
22276,0
22277,1
22278,1
22279,0
22280,1
22281,1
22282,0
22283,1
22284,1
22285,1
22286,1
22287,1
22288,1
22289,0
22290,1
22291,1
22292,1
22293,1
22294,1
22295,0
22296,1
22297,1
22298,1
22299,1
22300,0
22301,0
22302,1
22303,1
22304,1
22305,0
22306,1
22307,0
22308,1
22309,1
22310,0
22311,1
22312,1
22313,0
22314,0
22315,0
22316,0
22317,1
22318,1
22319,0
22320,1
22321,0
22322,1
22323,1
22324,1
22325,0
22326,0
22327,1
22328,1
22329,0
22330,0
22331,1
22332,1
22333,0
22334,0
22335,1
22336,1
22337,1
22338,0
22339,1
22340,1
22341,1
22342,0
22343,1
22344,1
22345,1
22346,1
22347,0
22348,1
22349,1
22350,1
22351,1
22352,0
22353,0
22354,1
22355,1
22356,0
22357,1
22358,1
22359,0
22360,1
22361,1
22362,1
22363,1
22364,0
22365,0
22366,0
22367,1
22368,1
22369,1
22370,0
22371,1
22372,0
22373,1
22374,1
22375,1
22376,1
22377,1
22378,0
22379,0
22380,1
22381,1
22382,0
22383,0
22384,1
22385,0
22386,0
22387,0
22388,1
22389,0
22390,0
22391,1
22392,1
22393,0
22394,1
22395,0
22396,1
22397,0
22398,1
22399,0
22400,1
22401,0
22402,1
22403,0
22404,1
22405,0
22406,0
22407,0
22408,1
22409,1
22410,1
22411,1
22412,1
22413,1
22414,0
22415,0
22416,1
22417,0
22418,0
22419,0
22420,1
22421,1
22422,1
22423,1
22424,1
22425,1
22426,1
22427,0
22428,1
22429,1
22430,1
22431,0
22432,1
22433,0
22434,0
22435,0
22436,1
22437,1
22438,0
22439,1
22440,1
22441,0
22442,0
22443,1
22444,0
22445,1
22446,1
22447,1
22448,1
22449,0
22450,0
22451,0
22452,0
22453,1
22454,0
22455,0
22456,0
22457,1
22458,1
22459,1
22460,1
22461,0
22462,1
22463,1
22464,1
22465,0
22466,1
22467,1
22468,1
22469,1
22470,1
22471,0
22472,1
22473,1
22474,1
22475,0
22476,0
22477,1
22478,0
22479,1
22480,0
22481,1
22482,1
22483,1
22484,1
22485,1
22486,0
22487,1
22488,1
22489,0
22490,1
22491,0
22492,1
22493,1
22494,1
22495,1
22496,1
22497,1
22498,1
22499,1
22500,1
22501,1
22502,1
22503,1
22504,1
22505,1
22506,1
22507,1
22508,0
22509,1
22510,0
22511,1
22512,1
22513,1
22514,0
22515,1
22516,0
22517,1
22518,1
22519,1
22520,1
22521,1
22522,0
22523,1
22524,0
22525,1
22526,1
22527,0
22528,1
22529,0
22530,0
22531,0
22532,0
22533,1
22534,0
22535,1
22536,1
22537,1
22538,1
22539,1
22540,1
22541,0
22542,1
22543,0
22544,0
22545,0
22546,1
22547,0
22548,1
22549,0
22550,1
22551,1
22552,1
22553,1
22554,0
22555,1
22556,1
22557,0
22558,1
22559,1
22560,0
22561,1
22562,0
22563,0
22564,0
22565,1
22566,1
22567,1
22568,1
22569,1
22570,1
22571,0
22572,1
22573,0
22574,1
22575,1
22576,1
22577,1
22578,1
22579,1
22580,1
22581,1
22582,0
22583,1
22584,1
22585,1
22586,1
22587,1
22588,1
22589,1
22590,1
22591,0
22592,1
22593,1
22594,1
22595,1
22596,1
22597,1
22598,1
22599,1
22600,0
22601,0
22602,1
22603,1
22604,1
22605,1
22606,0
22607,1
22608,1
22609,1
22610,0
22611,0
22612,1
22613,0
22614,0
22615,0
22616,1
22617,0
22618,0
22619,1
22620,1
22621,1
22622,0
22623,1
22624,1
22625,0
22626,1
22627,1
22628,0
22629,0
22630,0
22631,1
22632,0
22633,1
22634,1
22635,1
22636,1
22637,0
22638,1
22639,1
22640,0
22641,1
22642,1
22643,1
22644,1
22645,1
22646,1
22647,1
22648,0
22649,0
22650,0
22651,0
22652,1
22653,0
22654,0
22655,0
22656,1
22657,0
22658,1
22659,1
22660,1
22661,0
22662,1
22663,1
22664,1
22665,0
22666,0
22667,1
22668,1
22669,0
22670,1
22671,0
22672,1
22673,0
22674,0
22675,0
22676,0
22677,0
22678,1
22679,0
22680,1
22681,0
22682,1
22683,1
22684,1
22685,1
22686,1
22687,1
22688,1
22689,0
22690,1
22691,1
22692,0
22693,1
22694,1
22695,0
22696,1
22697,0
22698,1
22699,1
22700,1
22701,0
22702,1
22703,1
22704,1
22705,1
22706,1
22707,0
22708,0
22709,1
22710,1
22711,1
22712,1
22713,0
22714,1
22715,1
22716,0
22717,1
22718,1
22719,0
22720,1
22721,1
22722,0
22723,1
22724,1
22725,1
22726,1
22727,1
22728,1
22729,0
22730,1
22731,1
22732,0
22733,0
22734,1
22735,1
22736,0
22737,0
22738,1
22739,1
22740,1
22741,0
22742,1
22743,1
22744,1
22745,1
22746,0
22747,1
22748,1
22749,0
22750,1
22751,1
22752,1
22753,0
22754,1
22755,1
22756,1
22757,1
22758,0
22759,1
22760,1
22761,0
22762,0
22763,1
22764,1
22765,1
22766,1
22767,1
22768,1
22769,0
22770,0
22771,1
22772,0
22773,1
22774,0
22775,1
22776,1
22777,1
22778,1
22779,0
22780,1
22781,1
22782,1
22783,1
22784,0
22785,1
22786,1
22787,1
22788,1
22789,0
22790,0
22791,1
22792,0
22793,0
22794,1
22795,1
22796,0
22797,1
22798,1
22799,0
22800,1
22801,0
22802,0
22803,1
22804,1
22805,0
22806,1
22807,1
22808,0
22809,1
22810,1
22811,1
22812,1
22813,0
22814,1
22815,1
22816,1
22817,1
22818,1
22819,0
22820,0
22821,0
22822,1
22823,1
22824,1
22825,1
22826,1
22827,0
22828,1
22829,0
22830,1
22831,0
22832,1
22833,1
22834,1
22835,1
22836,0
22837,0
22838,0
22839,0
22840,0
22841,1
22842,0
22843,0
22844,0
22845,1
22846,0
22847,0
22848,1
22849,1
22850,1
22851,1
22852,0
22853,1
22854,1
22855,1
22856,1
22857,1
22858,1
22859,1
22860,1
22861,0
22862,0
22863,0
22864,1
22865,1
22866,0
22867,1
22868,0
22869,1
22870,0
22871,1
22872,1
22873,1
22874,1
22875,0
22876,0
22877,1
22878,1
22879,1
22880,0
22881,1
22882,0
22883,1
22884,0
22885,1
22886,1
22887,1
22888,1
22889,1
22890,0
22891,0
22892,0
22893,1
22894,1
22895,1
22896,1
22897,0
22898,1
22899,1
22900,0
22901,1
22902,1
22903,0
22904,1
22905,1
22906,1
22907,0
22908,1
22909,1
22910,0
22911,1
22912,0
22913,0
22914,0
22915,1
22916,1
22917,1
22918,1
22919,0
22920,0
22921,0
22922,1
22923,0
22924,1
22925,0
22926,1
22927,1
22928,1
22929,1
22930,0
22931,1
22932,0
22933,1
22934,0
22935,0
22936,0
22937,1
22938,1
22939,1
22940,1
22941,1
22942,0
22943,1
22944,1
22945,0
22946,1
22947,1
22948,0
22949,1
22950,0
22951,1
22952,1
22953,1
22954,0
22955,1
22956,1
22957,1
22958,1
22959,1
22960,1
22961,1
22962,1
22963,1
22964,0
22965,0
22966,1
22967,1
22968,1
22969,1
22970,0
22971,1
22972,0
22973,0
22974,0
22975,1
22976,1
22977,1
22978,0
22979,1
22980,0
22981,1
22982,1
22983,0
22984,1
22985,1
22986,0
22987,0
22988,0
22989,0
22990,0
22991,0
22992,1
22993,1
22994,1
22995,0
22996,0
22997,1
22998,0
22999,1
23000,1
23001,1
23002,1
23003,0
23004,1
23005,0
23006,0
23007,1
23008,1
23009,1
23010,1
23011,0
23012,1
23013,1
23014,1
23015,0
23016,0
23017,1
23018,1
23019,1
23020,1
23021,1
23022,0
23023,1
23024,1
23025,1
23026,0
23027,0
23028,1
23029,1
23030,0
23031,1
23032,0
23033,1
23034,1
23035,1
23036,0
23037,0
23038,1
23039,1
23040,0
23041,0
23042,0
23043,1
23044,0
23045,1
23046,1
23047,1
23048,1
23049,1
23050,1
23051,0
23052,1
23053,1
23054,1
23055,0
23056,0
23057,0
23058,0
23059,1
23060,1
23061,1
23062,1
23063,1
23064,0
23065,1
23066,0
23067,1
23068,1
23069,1
23070,1
23071,1
23072,0
23073,1
23074,1
23075,1
23076,1
23077,1
23078,1
23079,1
23080,1
23081,0
23082,1
23083,1
23084,1
23085,1
23086,0
23087,1
23088,1
23089,0
23090,1
23091,0
23092,1
23093,1
23094,1
23095,1
23096,1
23097,1
23098,0
23099,1
23100,1
23101,0
23102,1
23103,1
23104,1
23105,1
23106,1
23107,1
23108,0
23109,0
23110,1
23111,1
23112,1
23113,1
23114,0
23115,1
23116,1
23117,1
23118,0
23119,0
23120,1
23121,1
23122,0
23123,0
23124,1
23125,1
23126,1
23127,1
23128,0
23129,1
23130,1
23131,1
23132,1
23133,1
23134,1
23135,0
23136,1
23137,0
23138,1
23139,1
23140,1
23141,1
23142,1
23143,0
23144,1
23145,0
23146,1
23147,1
23148,0
23149,1
23150,1
23151,1
23152,1
23153,1
23154,0
23155,1
23156,0
23157,0
23158,1
23159,1
23160,1
23161,1
23162,1
23163,0
23164,1
23165,0
23166,1
23167,0
23168,0
23169,1
23170,0
23171,1
23172,1
23173,1
23174,0
23175,1
23176,1
23177,0
23178,1
23179,0
23180,1
23181,1
23182,1
23183,0
23184,1
23185,1
23186,0
23187,0
23188,1
23189,0
23190,0
23191,1
23192,1
23193,1
23194,0
23195,1
23196,1
23197,1
23198,1
23199,0
23200,1
23201,1
23202,1
23203,0
23204,1
23205,1
23206,0
23207,1
23208,1
23209,1
23210,1
23211,1
23212,1
23213,0
23214,1
23215,1
23216,0
23217,1
23218,1
23219,1
23220,1
23221,0
23222,1
23223,1
23224,0
23225,1
23226,1
23227,1
23228,1
23229,0
23230,0
23231,1
23232,0
23233,1
23234,1
23235,1
23236,1
23237,1
23238,1
23239,1
23240,1
23241,0
23242,1
23243,0
23244,1
23245,0
23246,1
23247,0
23248,1
23249,0
23250,1
23251,1
23252,1
23253,1
23254,0
23255,0
23256,1
23257,1
23258,1
23259,0
23260,1
23261,1
23262,1
23263,1
23264,0
23265,0
23266,1
23267,1
23268,1
23269,0
23270,1
23271,1
23272,1
23273,0
23274,1
23275,1
23276,1
23277,1
23278,1
23279,1
23280,0
23281,1
23282,1
23283,0
23284,1
23285,1
23286,0
23287,1
23288,1
23289,1
23290,0
23291,1
23292,1
23293,0
23294,1
23295,0
23296,1
23297,1
23298,1
23299,0
23300,1
23301,0
23302,0
23303,1
23304,0
23305,0
23306,0
23307,1
23308,1
23309,1
23310,1
23311,1
23312,1
23313,0
23314,1
23315,1
23316,0
23317,1
23318,0
23319,1
23320,1
23321,1
23322,1
23323,1
23324,0
23325,0
23326,0
23327,0
23328,0
23329,0
23330,1
23331,0
23332,1
23333,1
23334,1
23335,0
23336,1
23337,1
23338,0
23339,1
23340,1
23341,1
23342,1
23343,0
23344,0
23345,1
23346,1
23347,0
23348,1
23349,1
23350,1
23351,1
23352,1
23353,0
23354,0
23355,1
23356,0
23357,0
23358,1
23359,0
23360,1
23361,0
23362,0
23363,1
23364,1
23365,1
23366,1
23367,0
23368,0
23369,1
23370,1
23371,1
23372,0
23373,1
23374,0
23375,0
23376,1
23377,1
23378,1
23379,0
23380,1
23381,1
23382,1
23383,1
23384,1
23385,1
23386,1
23387,1
23388,1
23389,1
23390,0
23391,0
23392,1
23393,1
23394,0
23395,1
23396,1
23397,0
23398,1
23399,1
23400,0
23401,1
23402,0
23403,0
23404,1
23405,1
23406,1
23407,1
23408,0
23409,0
23410,1
23411,0
23412,1
23413,1
23414,1
23415,0
23416,1
23417,1
23418,0
23419,1
23420,1
23421,1
23422,1
23423,0
23424,0
23425,1
23426,1
23427,1
23428,0
23429,0
23430,1
23431,0
23432,1
23433,1
23434,1
23435,1
23436,1
23437,0
23438,1
23439,1
23440,0
23441,1
23442,0
23443,0
23444,1
23445,0
23446,0
23447,1
23448,1
23449,1
23450,0
23451,1
23452,0
23453,0
23454,1
23455,1
23456,0
23457,0
23458,1
23459,0
23460,0
23461,1
23462,1
23463,0
23464,1
23465,0
23466,1
23467,0
23468,0
23469,1
23470,1
23471,0
23472,0
23473,0
23474,1
23475,1
23476,0
23477,1
23478,0
23479,1
23480,0
23481,1
23482,0
23483,1
23484,1
23485,0
23486,1
23487,0
23488,1
23489,0
23490,1
23491,1
23492,1
23493,1
23494,1
23495,0
23496,0
23497,1
23498,1
23499,1
23500,0
23501,1
23502,1
23503,1
23504,0
23505,0
23506,0
23507,0
23508,1
23509,0
23510,1
23511,1
23512,1
23513,1
23514,1
23515,1
23516,1
23517,0
23518,1
23519,1
23520,0
23521,0
23522,0
23523,0
23524,0
23525,1
23526,1
23527,1
23528,0
23529,0
23530,1
23531,1
23532,1
23533,1
23534,0
23535,1
23536,1
23537,0
23538,1
23539,1
23540,1
23541,1
23542,1
23543,1
23544,1
23545,0
23546,1
23547,1
23548,0
23549,0
23550,1
23551,0
23552,1
23553,0
23554,1
23555,0
23556,1
23557,0
23558,0
23559,0
23560,1
23561,1
23562,1
23563,1
23564,1
23565,0
23566,1
23567,1
23568,0
23569,0
23570,1
23571,1
23572,0
23573,1
23574,0
23575,0
23576,1
23577,1
23578,1
23579,1
23580,0
23581,1
23582,1
23583,1
23584,0
23585,1
23586,1
23587,1
23588,0
23589,0
23590,1
23591,1
23592,1
23593,0
23594,1
23595,1
23596,0
23597,1
